sample, o__Gammaproteobacteria_Incertae_Sedis, o__Paenibacillales, o__Halobacterales, o__Tistrellales, o__Acholeplasmatales, o__0319-6G20, o__Alicyclobacillales, o__Rokubacteriales, o__Caldilineales, o__Glycomycetales, o__Abditibacteriales, p__Firmicutes_unassigned, o__Clostridiales, o__Steroidobacterales, o__Exiguobacterales, o__Micavibrionales, c__Clostridia_unassigned, o__Entotheonellales, o__Streptomycetales, o__Chloroflexales, o__MBNT15, o__Gemmatimonadales, o__Peptococcales, o__Pasteurellales, o__Erysipelotrichales, o__Isosphaerales, o__Opitutales, p__Actinobacteriota_unassigned, c__Alphaproteobacteria_unassigned, o__Oceanospirillales, p__Armatimonadota_unassigned, o__PeM15, o__Christensenellales, o__Phycisphaerales, o__Methanofastidiosales, o__Microtrichales, o__Cytophagales, o__Vicinamibacterales, o__Rickettsiales, o__Sphingobacteriales, o__Defluviicoccales, p__Proteobacteria_unassigned, o__R7C24, o__Acidaminococcales, o__Parcubacteria, o__Bacteroidales, o__Xanthomonadales, o__Kallotenuales, o__Reyranellales, o__Thermicanales, o__Thermobaculales, o__Clostridia, o__Ardenticatenales, o__Pseudonocardiales, c__Alphaproteobacteria_uncultured, o__MB-A2-108, o__Micrococcales, o__Desulfobulbales, c__Acidimicrobiia_unassigned, o__Staphylococcales, o__Catenulisporales, o__Deep_Sea_Euryarchaeotic_Group(DSEG), o__Propionibacteriales, o__Veillonellales-Selenomonadales, o__Bradymonadales, o__Omnitrophales, o__Armatimonadales, o__Mycoplasmatales, o__Alphaproteobacteria_Incertae_Sedis, o__Peptostreptococcales-Tissierellales, o__Synergistales, o__Caulobacterales, o__Clostridia_vadinBB60_group, o__Saccharimonadales, o__Campylobacterales, o__Cyanobacteriales, c__Bacilli_unassigned, c__Actinobacteria_unassigned, o__Deinococcales, o__Eubacteriales, o__Actinomarinales, o__Chitinophagales, o__Kineosporiales, c__Gammaproteobacteria_unassigned, o__Corynebacteriales, o__Bifidobacteriales,d__Bacteria_unassigned, c__Bacteroidia_unassigned, o__Thermoactinomycetales, o__Oscillospirales, o__Coriobacteriales, o__Obscuribacterales, o__Babeliales, o__Bryobacterales, o__Fusobacteriales, o__Micropepsales, o__Solirubrobacterales, o__Myxococcales, o__Lactobacillales, o__Solibacterales, o__Polyangiales, o__Tepidisphaerales, o__Azospirillales, o__Frankiales, o__Cardiobacteriales, o__Acetobacterales, o__Lachnospirales, o__Actinomycetales, o__Enterobacterales, o__Burkholderiales, o__Legionellales, o__Asgardarchaeota, o__RF39, o__Gaiellales, o__Salinisphaerales, o__Flavobacteriales, o__Aenigmarchaeales, o__Bdellovibrionales, o__Rhodospirillales, o__C0119, o__Subgroup_7, p__Chloroflexi_unassigned, o__Absconditabacteriales_(SR1), o__Pseudomonadales, o__Acidithiobacillales, o__Micromonosporales, o__Monoglobales, o__IMCC26256, o__Sphingomonadales, o__Chloroplast, o__Thermomicrobiales, o__Marine_Group_II, o__Rubrobacterales, o__Spirochaetales, o__SBR1031, o__Oligoflexales, o__Thermaerobacterales, o__Streptosporangiales, o__JGI_0000069-P22, o__Longimicrobiales, o__Rhodothermales, o__Bacillales, o__Rhizobiales, o__Diplorickettsiales, c__Acidimicrobiia_uncultured, o__Blastocatellales, o__Clostridia_UCG-014, o__NB1-j, o__TK10, o__Gemmatales, o__Rhodobacterales, o__Acidobacteriales
MASK019.V3.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,105,0,0,3230,0,0,24742,0,0,0,0,0,0,800,0,0,0,0,0,0,0,4,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK019.v3.throat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,130,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401,0,0,0,0,0,0,0,0,0,0,57,0,0,448,0,0,0,3412,0,0,0,2,0,42,0,0,0,38,42,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,38,0,0,0,4782,0,0,0,26847,0,0,0,0,0,0,0,568,6387,0,16,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK020.V1.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,38,0,0,17,0,0,501,14,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,13,0,84,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,84,0,0,0,0,0,0,0,0,87,8,0,0,0,0,0,0,0,0,0
MASK020.V1.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,28,0,0,7264,0,0,22803,15,0,0,0,0,0,295,0,0,6,0,2,0,145,0,2,0,0,0,0,0,1732,0,0,0,0,22,17,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,2,18,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MASK020.v1.throat,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0,0,0,0,0,0,0,0,0,958,0,0,4394,0,0,11,1939,0,0,0,0,0,0,4,0,0,21,34,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,61,0,0,0,194,0,0,0,55299,0,0,0,0,0,0,0,190,997,0,2268,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
MASK020.V2.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9133,0,0,16548,2,0,0,0,0,0,500,0,0,0,0,0,0,168,2,0,0,0,0,0,0,1720,0,3,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,4,0,0,0,0,48,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
MASK020.v2.throat,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,1337,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,4772,0,0,2290,0,0,42,3818,0,0,0,0,0,8,0,15,0,29,92,0,5,0,0,0,0,0,0,0,110,0,4,0,0,0,46,0,0,0,377,0,0,0,27444,0,0,0,0,0,0,3,655,1293,0,5577,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,10,0
MASK020.V3.MASK,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,22,10,2,0,0,0,0,0,0,0,0,0,19,3,5,0,0,0,0,0,0,0,145,34,6,0,0,0,0,0,19,0,0,852,0,0,1846,0,0,9550,79,0,0,0,0,3,146,0,11,0,4,0,0,154,7,0,0,0,0,15,0,1653,0,5,0,0,0,17,0,0,0,17,0,0,0,5264,0,5,0,0,18,0,13,16,572,0,517,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,3,0,0,0,29,0
MASK020.V3.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,3815,0,0,17475,0,0,0,0,0,0,519,0,0,0,0,0,0,75,7,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
MASK020.v3.throat,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,0,0,0,0,0,0,0,0,0,0,1257,0,0,848,0,0,2,3775,0,0,0,0,0,9,0,0,0,19,24,0,7,0,0,0,0,0,0,0,18,0,15,0,0,0,151,0,0,0,350,0,0,0,17686,0,0,0,0,0,0,0,375,3763,0,211,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
MASKBLANK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
MASKBLANK2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,119,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0
MASKBLANK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,57,0,0,0,0,0,0,0,0,222,40,0,0,0,0,0,0,0,0,0
mockdna.1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockdna.2,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockdna.3,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,0,30,0,0,1474,0,0,991,0,0,5941,966,0,0,0,0,0,15,0,0,0,4,10,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,20,0,0,0,211,0,0,0,7759,0,0,0,0,0,3,0,82,415,5,1575,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,3,0,0,0,0,0,0,0,0,10,6,0,0,0,4,0,0,0,0,0
SBLANK001.throat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,235,0,0,0,0,0,425,0,0,0,0,0,0,0,0,110,0,43,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,145,0,0,0,0,0,954,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,156,0,0,0,178,0,0,0,0,0,0,0,0,245,188,0,0,0,0,0,0,0,0,0
SBLANK002.throat,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,0,0,0,0,0,0,446,0,0,88,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,34,0,0,0,0,31,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,224,0,0,0,0,0,0,0,0,456,58,0,0,0,0,0,0,0,0,0
SBLANK003.throat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,962,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,21,0,0,0,284,0,0,0,0,0,0,0,0,132,0,321,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,233,0,0,0,0,54,0,0,0,438,54,0,0,0,0,0,0,0,0,0
SKINBLANK.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,241,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,197,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,19,0,0,0,202,41,0,0,0,0,0,0,0,0,0
SKINBLANK.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6585,0,0,21436,0,0,0,0,0,0,632,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKINBLANK.003,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,485,0,0,67,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,16,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,59,78,0,0,48,0,0,0,0,9,0,0,0,208,18,0,0,0,0,0,0,0,86,0
SKINBLANK004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,28,0,0,97,0,0,0,0,0,0,0,0,182,48,0,0,0,0,0,0,0,0,0
